session_id,animal_id,bin_s,window_s,n_neurons,n_windows,k_real,k_real_ci_low,k_real_ci_high,k_null_trial_perm,k_null_trial_perm_ci_low,k_null_trial_perm_ci_high,k_null_bin_shuffle,k_null_bin_shuffle_ci_low,k_null_bin_shuffle_ci_high,delta_trial_perm,delta_bin_shuffle,trial_perm_pass,bin_shuffle_pass,both_pass
steinmetz_session_14,steinmetz,0.3,4.8,180,15,0.4397088206580253,0.4287930552043908,0.46524274676562516,0.3929131327053391,0.3923132030563651,0.3935130623543132,0.4191945748158733,0.41475549145377494,0.4236336581779717,0.04679568795268618,0.020514245842152,True,True,True
steinmetz_session_14,steinmetz,0.3,6.0,180,12,0.4239624856717728,0.4222514460596596,0.4277457261061631,0.38918905587761066,0.3890517417606957,0.3893263699945256,0.4118324433308388,0.40984057141584457,0.413824315245833,0.03477342979416215,0.01213004234093401,True,True,True
steinmetz_session_14,steinmetz,0.3,4.8,240,15,0.4344965858966605,0.426704773361601,0.4679353943786342,0.3903659072471958,0.38748174362496485,0.39325007086942665,0.40225139876491806,0.39706850078793976,0.40743429674189635,0.04413067864946474,0.03224518713174246,True,True,True
steinmetz_session_14,steinmetz,0.3,6.0,240,12,0.4200618615455585,0.4174096282004265,0.42410062258834647,0.3830092277762101,0.3791964562954176,0.3868219992570026,0.40682221305916855,0.4024472490460212,0.41119717707231584,0.03705263376934842,0.013239648486389977,True,True,True
steinmetz_session_29,steinmetz,0.3,4.8,180,15,0.3992432689012301,0.3917711919736169,0.4785386017523169,0.3874726445609523,0.3870362479627839,0.3879090411591207,0.39530917214640443,0.39399948991725436,0.3966188543755545,0.011770624340277758,0.0039340967548256445,True,True,True
steinmetz_session_29,steinmetz,0.3,6.0,180,12,0.39582367662355045,0.38059189374568825,0.39810729538353495,0.3883757783323346,0.38800598912844747,0.38874556753622175,0.39653544102981686,0.3944335943146228,0.3986372877450109,0.007447898291215838,-0.000711764406266413,True,False,False
steinmetz_session_29,steinmetz,0.3,4.8,240,15,0.393607810366174,0.3877751419947349,0.475541070679527,0.3862874244141267,0.38476186187095,0.38781298695730343,0.39105924731038333,0.3893935555361215,0.3927249390846451,0.007320385952047259,0.0025485630557906536,True,True,True
steinmetz_session_29,steinmetz,0.3,6.0,240,12,0.38970006198884943,0.3794243518953063,0.3936098715052892,0.38628604173222086,0.38605303581535977,0.38651904764908196,0.3902031096391845,0.38941878437384153,0.39098743490452736,0.0034140202566285693,-0.0005030476503350423,True,False,False
steinmetz_session_32,steinmetz,0.3,4.8,180,15,0.3988779324587579,0.3950483373438756,0.4812528354331973,0.39541947792518994,0.39408259848977684,0.3967563573606031,0.42155769926560005,0.4116814161640322,0.4314339823671679,0.0034584545335679673,-0.02267976680684214,True,False,False
steinmetz_session_32,steinmetz,0.3,6.0,180,12,0.3990080026420925,0.3974509702159015,0.40074188880715433,0.3881863783407065,0.38804095170963043,0.3883318049717826,0.4156347783046043,0.40961957271416466,0.421649983895044,0.010821624301386001,-0.016626775662511806,True,False,False
